"no","generasi","pertanyaan","pertanyaan_ner","lapis_terjemahan","sql_asli_1baris","sql_dipakai_1baris","error"
"87","v2","tampilkan ketepatan waktu pelaporan sipt oleh balai dengan menampilkan data tanggal pemeriksaan dan tanggal kirim data sipt ke pusat yang kurang dari 30 hari kerja dan lebih dari 30 hari kerja untuk b","tampilkan ketepatan waktu pelaporan sipt oleh balai dengan menampilkan data tanggal pemeriksaan dan tanggal kirim data sipt ke pusat yang kurang dari 30 hari kerja dan lebih dari 30 hari kerja untuk <","-","WITH waktu AS ( SELECT mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS t3, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 4) AS t4 FROM public.mv_pemeriksaan_log AS mpl GROUP BY mpl.id_pemeriksaan ), kerja AS ( SELECT w.id_pemeriksaan, w.t3, w.t4, ( SELECT COUNT(*) FROM generate_series(w.t3::date, w.t4::date - 1, '1 day') AS d(hari) WHERE EXTRACT(DOW FROM hari) BETWEEN 1 AND 5 -- Senin–Jumat ) AS workdays_between FROM waktu w WHERE w.t3 IS NOT NULL AND w.t4 IS NOT NULL AND w.t4::date > w.t3::date ) SELECT k.id_pemeriksaan, mp.nama_upt, mp.nama_sarana, k.t3 AS tanggal_ka_balai, k.t4 AS tanggal_pusat, k.workdays_between FROM kerja k JOIN public.mv_pemeriksaan mp ON mp.id = k.id_pemeriksaan WHERE lower(mp.nama_upt) LIKE '%pom di jakarta%' ORDER BY k.id_pemeriksaan;","WITH waktu AS ( SELECT mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS t3, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 4) AS t4 FROM public.mv_pemeriksaan_log AS mpl GROUP BY mpl.id_pemeriksaan ), kerja AS ( SELECT w.id_pemeriksaan, w.t3, w.t4, ( SELECT COUNT(*) FROM generate_series(w.t3::date, w.t4::date - 1, '1 day') AS d(hari) WHERE EXTRACT(DOW FROM hari) BETWEEN 1 AND 5 -- Senin–Jumat ) AS workdays_between FROM waktu w WHERE w.t3 IS NOT NULL AND w.t4 IS NOT NULL AND w.t4::date > w.t3::date ) SELECT k.id_pemeriksaan, mp.nama_upt, mp.nama_sarana, k.t3 AS tanggal_ka_balai, k.t4 AS tanggal_pusat, k.workdays_between FROM kerja k JOIN public.mv_pemeriksaan mp ON mp.id = k.id_pemeriksaan WHERE lower(mp.nama_upt) LIKE '%pom di jakarta%' ORDER BY k.id_pemeriksaan;",""
"88","v2","tampilkan merek-merek temuan produk kosmetik pada pemeriksaan tahun 2025 diurutkan berdasarkan temuan yang terbanyak?","tampilkan merek-merek temuan <PRODUCT NAME> pada pemeriksaan tahun <YEAR> diurutkan berdasarkan temuan yang terbanyak?","-","SELECT mpt.product_brands, mp.komoditi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND LOWER(komoditi) LIKE '%kosmetik%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;","SELECT mpt.product_brands, mp.komoditi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND LOWER(komoditi) LIKE '%kosmetik%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;",""
"89","v2","tampilkan merek-merek temuan produk obat tradisional; suplemen kesehatan; obat kuasi pada pemeriksaan tahun 2025?","tampilkan merek-merek temuan <CLASSIFICATION>; <CLASSIFICATION>; <CLASSIFICATION> pada pemeriksaan tahun <YEAR>?","-","SELECT mpt.product_brands, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1 ORDER BY 2 DESC;","SELECT mpt.product_brands, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1 ORDER BY 2 DESC;",""
"90","v2","tampilkan negara-negara dengan temuan impor pada tahun 2025?","tampilkan negara-negara dengan temuan impor pada tahun <YEAR>?","-","SELECT nama_sarana, tanggal_mulai, mpt.product_name, mpt.tp_negara, mpt.tp_kategori FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(mpt.tp_negara) NOT LIKE '%indonesia%'","SELECT nama_sarana, tanggal_mulai, mpt.product_name, mpt.tp_negara, mpt.tp_kategori FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(mpt.tp_negara) NOT LIKE '%indonesia%'",""
"91","v2","tampilkan perbandingan jumlah sarana mk dibanding jumlah keseluruhan sarana yang diperiksa pada loka pom di kab. belitung pada triwulan i tahun 2025 dalam bentuk angka dan presentase.","tampilkan perbandingan jumlah <FACILITY TYPE> dibanding jumlah keseluruhan <FACILITY TYPE> pada loka pom di <REGENCY NAME> pada triwulan i tahun <YEAR> dalam bentuk angka dan presentase.","-","SELECT COUNT(*) AS total_sarana, COUNT(CASE WHEN lower(mp.kesimpulan) = 'mk' THEN 1 END) AS jumlah_sarana_mk, CAST( COUNT(CASE WHEN lower(mp.kesimpulan) = 'mk' THEN 1 END) AS NUMERIC ) * 100 / COUNT(*) AS persentase_mk FROM public.mv_pemeriksaan mp WHERE lower(mp.kabupaten_kota) LIKE '%belitung%' AND mp.status IN ('VERIFY4', 'VERIFY5', 'VERIFY6', 'VERIFY7', 'FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 AND EXTRACT(MONTH FROM mp.tanggal_mulai) IN (1, 2, 3);","SELECT COUNT(*) AS total_sarana, COUNT(CASE WHEN lower(mp.kesimpulan) = 'mk' THEN 1 END) AS jumlah_sarana_mk, CAST( COUNT(CASE WHEN lower(mp.kesimpulan) = 'mk' THEN 1 END) AS NUMERIC ) * 100 / COUNT(*) AS persentase_mk FROM public.mv_pemeriksaan mp WHERE lower(mp.kabupaten_kota) LIKE '%belitung%' AND mp.status IN ('VERIFY4', 'VERIFY5', 'VERIFY6', 'VERIFY7', 'FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 AND EXTRACT(MONTH FROM mp.tanggal_mulai) IN (1, 2, 3);",""
"92","v2","tampilkan perbandingan jumlah sarana tmk dibanding jumlah keseluruhan sarana yang diperiksa loka pom di kab. belitung pada triwulan i tahun 2025 dalam bentuk angka dan presentase","tampilkan perbandingan jumlah <FACILITY TYPE> dibanding jumlah keseluruhan <FACILITY TYPE> loka pom di <REGENCY NAME> pada triwulan i tahun <YEAR> dalam bentuk angka dan presentase","-","SELECT COUNT(*) AS total_sarana, COUNT(CASE WHEN lower(mp.kesimpulan) = 'tmk' THEN 1 END) AS jumlah_sarana_tmk, CAST( COUNT(CASE WHEN lower(mp.kesimpulan) = 'tmk' THEN 1 END) AS NUMERIC ) * 100 / COUNT(*) AS persentase_tmk FROM public.mv_pemeriksaan mp WHERE lower(mp.kabupaten_kota) LIKE '%belitung%' AND mp.status IN ('VERIFY4', 'VERIFY5', 'VERIFY6', 'VERIFY7', 'FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 AND EXTRACT(MONTH FROM mp.tanggal_mulai) IN (1, 2, 3);","SELECT COUNT(*) AS total_sarana, COUNT(CASE WHEN lower(mp.kesimpulan) = 'tmk' THEN 1 END) AS jumlah_sarana_tmk, CAST( COUNT(CASE WHEN lower(mp.kesimpulan) = 'tmk' THEN 1 END) AS NUMERIC ) * 100 / COUNT(*) AS persentase_tmk FROM public.mv_pemeriksaan mp WHERE lower(mp.kabupaten_kota) LIKE '%belitung%' AND mp.status IN ('VERIFY4', 'VERIFY5', 'VERIFY6', 'VERIFY7', 'FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 AND EXTRACT(MONTH FROM mp.tanggal_mulai) IN (1, 2, 3);",""
"93","v2","tampilkan persentase ketepatan waktu pelaporan hasil pemeriksaan dari upt dengan nama Balai POM di Bogor di tw 1 2025 (syarat : tepat waktu jika pelaporan hasil pemeriksaan maksimal tanggal 15 bulan s","tampilkan persentase ketepatan waktu pelaporan hasil pemeriksaan dari upt dengan nama <HALL NAME> di <REGENCY NAME> di tw 1 <YEAR> (syarat : tepat waktu jika pelaporan hasil pemeriksaan maksimal tangg","-","WITH laporan_q1_2025 AS ( -- Langkah 1: Ambil data tanggal penting dari Balai POM di Bogor di Q1 2025 SELECT mp.nama_upt, mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 2) AS tanggal_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS tanggal_pelaporan FROM public.mv_pemeriksaan AS mp JOIN public.mv_pemeriksaan_log AS mpl ON mp.id = mpl.id_pemeriksaan WHERE lower(mp.nama_upt) LIKE '%balai pom di bogor%' AND EXTRACT(YEAR FROM mpl.created_at) = 2025 AND EXTRACT(MONTH FROM mpl.created_at) IN (1, 2, 3) -- Q1 (Januari, Februari, Maret) GROUP BY 1, 2 ) -- Langkah 2: Hitung jumlah total laporan dan jumlah laporan yang tepat waktu SELECT CAST( COUNT(CASE WHEN -- Syarat tepat waktu: tanggal pelaporan maksimal tgl 15 bulan berikutnya tanggal_pelaporan::date <= (DATE_TRUNC('month', tanggal_pemeriksaan) + INTERVAL '1 month' + INTERVAL '14 days')::date THEN 1 END) AS NUMERIC ) * 100 / COUNT(*) AS persentase_tepat_waktu FROM laporan_q1_2025;","WITH laporan_q1_2025 AS ( -- Langkah 1: Ambil data tanggal penting dari Balai POM di Bogor di Q1 2025 SELECT mp.nama_upt, mpl.id_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 2) AS tanggal_pemeriksaan, MIN(mpl.created_at) FILTER (WHERE mpl.urutan_step = 3) AS tanggal_pelaporan FROM public.mv_pemeriksaan AS mp JOIN public.mv_pemeriksaan_log AS mpl ON mp.id = mpl.id_pemeriksaan WHERE lower(mp.nama_upt) LIKE '%balai pom di bogor%' AND EXTRACT(YEAR FROM mpl.created_at) = 2025 AND EXTRACT(MONTH FROM mpl.created_at) IN (1, 2, 3) -- Q1 (Januari, Februari, Maret) GROUP BY 1, 2 ) -- Langkah 2: Hitung jumlah total laporan dan jumlah laporan yang tepat waktu SELECT CAST( COUNT(CASE WHEN -- Syarat tepat waktu: tanggal pelaporan maksimal tgl 15 bulan berikutnya tanggal_pelaporan::date <= (DATE_TRUNC('month', tanggal_pemeriksaan) + INTERVAL '1 month' + INTERVAL '14 days')::date THEN 1 END) AS NUMERIC ) * 100 / COUNT(*) AS persentase_tepat_waktu FROM laporan_q1_2025;",""
"94","v2","tampilkan persentase mk tmk hasil pemeriksaan sarana pangan olahan md untuk tujuan pemeriksaan pemeriksaan rutin dari seluruh upt di tahun 2025 dalam bentuk diagram batang","tampilkan persentase mk tmk hasil pemeriksaan <FACILITY TYPE> untuk tujuan pemeriksaan <PURPOSE TYPE> dari seluruh upt di tahun <YEAR> dalam bentuk diagram batang","-","SELECT nama_upt, mp.kesimpulan, COUNT(*) FROM public.mv_pemeriksaan mp WHERE lower(jenis_sarana) LIKE '%pangan md%' AND lower(tujuan_pemeriksaan) LIKE '%pemeriksaan rutin%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1,2;","SELECT nama_upt, mp.kesimpulan, COUNT(*) FROM public.mv_pemeriksaan mp WHERE lower(jenis_sarana) LIKE '%pangan md%' AND lower(tujuan_pemeriksaan) LIKE '%pemeriksaan rutin%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1,2;",""
"95","v2","tampilkan profil pemeriksaan sarana produksi obat dan makanan selama periode 2025 dalam bentuk tabel dan grafik jumlah sarana produksi mk, tmk, tidak dapat dinilai, tutup per jenis komoditi (obat, oba","tampilkan profil pemeriksaan <FACILITY TYPE> selama periode <YEAR> dalam bentuk tabel dan grafik jumlah sarana produksi <CLASSIFICATION>, <CLASSIFICATION>, <CLASSIFICATION>, <CLASSIFICATION> per jenis","-","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS BULAN, sarana, jenis_sarana, kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE lower(sarana) LIKE '%produksi%' AND (lower(jenis_sarana) LIKE '%obat' OR lower(jenis_sarana) LIKE '%pangan%') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3, 4, 5 ORDER BY 1, 2, 3, 4, 5;","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS BULAN, sarana, jenis_sarana, kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE lower(sarana) LIKE '%produksi%' AND (lower(jenis_sarana) LIKE '%obat' OR lower(jenis_sarana) LIKE '%pangan%') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3, 4, 5 ORDER BY 1, 2, 3, 4, 5;",""
"96","v2","tampilkan profil temuan ketidaksesuaian berdasarkan hasil pemeriksaan pada tahun 2025.","tampilkan profil temuan ketidaksesuaian berdasarkan hasil pemeriksaan pada tahun <YEAR>.","-","SELECT mpt.tp_kategori, count(*) AS jumlah_pemeriksaan, sum(mpt.tp_jml_temuan) AS jumlah_temuan, sum(mpt.tp_harga_total) AS nilai_temuan FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 GROUP BY 1;","SELECT mpt.tp_kategori, count(*) AS jumlah_pemeriksaan, sum(mpt.tp_jml_temuan) AS jumlah_temuan, sum(mpt.tp_harga_total) AS nilai_temuan FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 GROUP BY 1;",""
"97","v2","tampilkan rekapitulasi produktivitas penguji (jumlah parameter per orang) dari tanggal 1 januari 2025 hingga 31 desember 2025.","tampilkan rekapitulasi produktivitas penguji (jumlah parameter per orang) dari tanggal 1 januari <YEAR> hingga 31 desember <YEAR>.","-","SELECT mpp.petugas, count(*) FROM public.mv_pemeriksaan_petugas mpp WHERE EXTRACT(YEAR FROM mpp.tgl_surat) = 2025 GROUP BY 1 ORDER BY 2 DESC;","SELECT mpp.petugas, count(*) FROM public.mv_pemeriksaan_petugas mpp WHERE EXTRACT(YEAR FROM mpp.tgl_surat) = 2025 GROUP BY 1 ORDER BY 2 DESC;",""
"98","v2","tampilkan riwayat pemeriksaan sarana produksi 'maha siri jaya' pada rentang tahun yang tersedia.","tampilkan riwayat pemeriksaan sarana produksi '<COMPANY NAME>' pada rentang tahun yang tersedia.","-","SELECT nama_sarana, sarana, jenis_sarana, mpt.product_name, tanggal_mulai, mpt.tp_kategori FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(sarana) LIKE '%produksi%' AND lower(mp.nama_sarana) LIKE '%maha siri jaya%';","SELECT nama_sarana, sarana, jenis_sarana, mpt.product_name, tanggal_mulai, mpt.tp_kategori FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(sarana) LIKE '%produksi%' AND lower(mp.nama_sarana) LIKE '%maha siri jaya%';",""
"99","v2","tampilkan sarana distribusi dan pelayanan yang tutup pada periode tahun 2025","tampilkan <FACILITY TYPE> yang tutup pada periode tahun <YEAR>","-","SELECT nama_sarana, sarana, tanggal_mulai FROM public.mv_pemeriksaan WHERE (lower(sarana) LIKE '%distribusi%' OR lower(sarana) LIKE '%pelayanan%') AND kesimpulan = 'TTP' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;","SELECT nama_sarana, sarana, tanggal_mulai FROM public.mv_pemeriksaan WHERE (lower(sarana) LIKE '%distribusi%' OR lower(sarana) LIKE '%pelayanan%') AND kesimpulan = 'TTP' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025;",""
"100","v2","tampilkan sarana peredaran yang memiliki riwayat hasil tmk terbanyak di upt dengan nama balai pom di jakarta.","tampilkan sarana peredaran yang memiliki riwayat hasil tmk terbanyak di upt dengan nama <HALL NAME> di <CITY NAME>.","-","SELECT mp.nama_sarana, mp.kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND kesimpulan = 'TMK' AND lower(mp.sarana) LIKE '%distribusi%' AND lower(nama_upt) LIKE '%pom di jakarta%' GROUP BY 1, 2;","SELECT mp.nama_sarana, mp.kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND kesimpulan = 'TMK' AND lower(mp.sarana) LIKE '%distribusi%' AND lower(nama_upt) LIKE '%pom di jakarta%' GROUP BY 1, 2;",""
"101","v2","tampilkan temuan ketidaksesuaian untuk klausul untuk upt balai besar pom di bandung.","tampilkan temuan ketidaksesuaian untuk klausul untuk <HALL NAME> di <CITY NAME>.","-","SELECT mpt.tp_kategori, count(*) AS jumlah_pemeriksaan, sum(mpt.tp_jml_temuan) AS jumlah_temuan, sum(mpt.tp_harga_total) AS nilai_temuan FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(kesimpulan) = 'tmk' AND lower(mp.nama_upt) LIKE '%pom di bandung%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1;","SELECT mpt.tp_kategori, count(*) AS jumlah_pemeriksaan, sum(mpt.tp_jml_temuan) AS jumlah_temuan, sum(mpt.tp_harga_total) AS nilai_temuan FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(kesimpulan) = 'tmk' AND lower(mp.nama_upt) LIKE '%pom di bandung%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1;",""
"102","v2","tampilkan temuan produk berdasarkan kategori sarana distribusi yang ada di sipt?","tampilkan <PRODUCT NAME> berdasarkan kategori <FACILITY TYPE> yang ada di sipt?","-","SELECT mp.komoditi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(sarana) LIKE '%distribusi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2;","SELECT mp.komoditi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(sarana) LIKE '%distribusi%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2;",""
"103","v2","tampilkan tiga temuan/ketidaksesuaian paling sering ditemui di wilayah kerja bbpom di dki jakarta pada triwulan 1 tahun 2025.","tampilkan tiga temuan/ketidaksesuaian paling sering ditemui di wilayah kerja bbpom di <PROVINCE NAME> pada triwulan 1 tahun <YEAR>.","-","SELECT nama_upt, provinsi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(provinsi) LIKE '%dki jakarta%' AND mp.tanggal_mulai BETWEEN '2025-01-01' AND '2025-04-01' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;","SELECT nama_upt, provinsi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(provinsi) LIKE '%dki jakarta%' AND mp.tanggal_mulai BETWEEN '2025-01-01' AND '2025-04-01' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3;",""
"104","v2","tampilkan total nilai keekonomian produk tmk (tie, rusak kedaluwarsa) di balai pom di batam pada tahun 2025.","tampilkan total nilai keekonomian produk tmk (tie, rusak kedaluwarsa) di <HALL NAME> di <CITY NAME> pada tahun <YEAR>.","-","SELECT mpt.tp_kategori, sum(mpt.tp_harga_total) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(mp.nama_upt) LIKE '%pom di batam%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 GROUP BY 1;","SELECT mpt.tp_kategori, sum(mpt.tp_harga_total) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(mp.nama_upt) LIKE '%pom di batam%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 GROUP BY 1;",""
"105","v2","tampilkan total temuan produk dan total nilai temuan pada kategori 'lainnya'.","tampilkan total temuan produk dan total nilai temuan pada kategori '<CLASSIFICATION>'.","-","SELECT tp_kategori, SUM(tp_jml_temuan) AS total_temuan_produk, SUM(tp_harga_total) AS total_nilai_temuan FROM mv_pemeriksaan_temuan WHERE LOWER(tp_kategori) LIKE '%lain - lain%' GROUP BY 1;","SELECT tp_kategori, SUM(tp_jml_temuan) AS total_temuan_produk, SUM(tp_harga_total) AS total_nilai_temuan FROM mv_pemeriksaan_temuan WHERE LOWER(tp_kategori) LIKE '%lain - lain%' GROUP BY 1;",""
"106","v2","tampilkan total temuan produk dan total nilai temuan pada kategori bahan berbahaya.","tampilkan total temuan produk dan total nilai temuan pada kategori <CLASSIFICATION>.","-","SELECT tp_kategori, SUM(tp_jml_temuan) AS total_temuan_produk, SUM(tp_harga_total) AS total_nilai_temuan FROM mv_pemeriksaan_temuan WHERE LOWER(tp_kategori) LIKE '%bahan berbahaya%' GROUP BY 1;","SELECT tp_kategori, SUM(tp_jml_temuan) AS total_temuan_produk, SUM(tp_harga_total) AS total_nilai_temuan FROM mv_pemeriksaan_temuan WHERE LOWER(tp_kategori) LIKE '%bahan berbahaya%' GROUP BY 1;",""
"107","v2","tampilkan total temuan produk dan total nilai temuan pada kategori kedaluarsa.","tampilkan total temuan <PRODUCT NAME> dan total nilai temuan pada kategori kedaluarsa.","-","SELECT mpt.tp_kategori, sum(mpt.tp_harga_total) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(mpt.tp_kategori) LIKE '%kedaluwarsa%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1;","SELECT mpt.tp_kategori, sum(mpt.tp_harga_total) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(mpt.tp_kategori) LIKE '%kedaluwarsa%' AND lower(kesimpulan) = 'tmk' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1;",""
"108","v2","tampilkan total temuan produk dan total nilai temuan pada kategori kedaluarsa.","tampilkan total temuan <PRODUCT NAME> dan total nilai temuan pada kategori kedaluarsa.","-","SELECT tp_kategori, SUM(tp_jml_temuan) AS total_temuan_produk, SUM(tp_harga_total) AS total_nilai_temuan FROM mv_pemeriksaan_temuan WHERE LOWER(tp_kategori) LIKE '%kedaluwarsa%' GROUP BY 1;","SELECT tp_kategori, SUM(tp_jml_temuan) AS total_temuan_produk, SUM(tp_harga_total) AS total_nilai_temuan FROM mv_pemeriksaan_temuan WHERE LOWER(tp_kategori) LIKE '%kedaluwarsa%' GROUP BY 1;",""
